1000,
0,0.9
1000,0.9
2000,0.9
3000,0.9
4000,0.9
5000,0.1
6000,0.1
7000,0.1
8000,0.1
9000,0.1
10000,0.1
11000,0.1
12000,0.1
13000,0.1
14000,0.1
15000,0.9
16000,0.9
17000,0.9
18000,0.9
19000,0.9
20000,0.9
21000,0.9
22000,0.9
23000,0.9
24000,0.9
25000,0.9
26000,0.9
27000,0.9
28000,0.9
29000,0.9
30000,0.9
31000,0.9
32000,0.9
33000,0.9
34000,0.9
35000,0.9
36000,0.9
37000,0.9
38000,0.9
39000,0.9
40000,0.9
41000,0.9
42000,0.9
43000,0.9
44000,0.9
45000,0.9
46000,0.9
47000,0.9
48000,0.9
49000,0.9
50000,0.9
51000,0.9
52000,0.9
53000,0.9
54000,0.9
55000,0.9
56000,0.9
57000,0.9
58000,0.9
59000,0.9
60000,0.1
61000,0.1
62000,0.1
63000,0.1
64000,0.1
65000,0.1
66000,0.1
67000,0.1
68000,0.1
69000,0.1
70000,0.1
71000,0.1
72000,0.1
73000,0.1
74000,0.1
75000,0.1
76000,0.1
77000,0.1
78000,0.1
79000,0.1
80000,0.1
81000,0.1
82000,0.1
83000,0.1
84000,0.1
85000,0.1
86000,0.1
87000,0.1
88000,0.1
89000,0.1
90000,0.1
91000,0.1
92000,0.1
93000,0.1
94000,0.1
95000,0.1
96000,0.1
97000,0.1
98000,0.1
99000,0.1
100000,0.1
101000,0.1
102000,0.1
103000,0.1
104000,0.1
105000,0.1
106000,0.1
107000,0.1
108000,0.1
109000,0.1
110000,0.1
111000,0.1
112000,0.1
113000,0.1
114000,0.1
115000,0.1
116000,0.1
117000,0.1
118000,0.1
119000,0.1
120000,0.9
121000,0.9
122000,0.9
123000,0.9
124000,0.9
125000,0.9
126000,0.9
127000,0.9
128000,0.9
129000,0.9
130000,0.9
131000,0.9
132000,0.9
133000,0.9
134000,0.9
135000,0.9
136000,0.9
137000,0.9
138000,0.9
139000,0.9
140000,0.9
141000,0.9
142000,0.9
143000,0.9
144000,0.9
145000,0.9
146000,0.9
147000,0.9
148000,0.9
149000,0.9
150000,0.9
151000,0.9
152000,0.9
153000,0.9
154000,0.9
155000,0.9
156000,0.9
157000,0.9
158000,0.9
159000,0.9
160000,0.9
161000,0.9
162000,0.9
163000,0.9
164000,0.9
165000,0.9
166000,0.9
167000,0.9
168000,0.9
169000,0.9
170000,0.9
171000,0.9
172000,0.9
173000,0.9
174000,0.9
175000,0.9
176000,0.9
177000,0.9
178000,0.9
179000,0.9
